
chunk_id,doc_id,source,year,journal,section,chunk_index,start_sentence,n_sentences,word_count,text,raw_doc_path
3cdfe1cc-7252-4b05-8a2c-a01be3273646,PMC10367193,PMC,2019,Evolutionary Psychology,discussion,0,123,1,33,"In a second set of analyses, we added several control variables including age, long-distance, cohabitation, logged relationship length, passionate love score, and commitment score to examine whether the effects of interest were robust.",data\raw\PMC\PMC10367193.xml
68ab29ae-ad68-4ca5-baa7-044a71e37ef9,PMC10367193,PMC,2019,Evolutionary Psychology,discussion,1,62,2,38,"A negative score significantly different from zero suggests faster attending away from facial pictures as compared to neutral pictures. Raw mean RTs and disengagement indices by target type, priming condition, and jealousy group are presented in Table 2.",data\raw\PMC\PMC10367193.xml
2e61b25d-d4f9-47cb-853d-843a60d613c8,PMC10367193,PMC,2019,Evolutionary Psychology,discussion,2,150,2,54,"There was a main effect of target type, F(3, 324) = 2.889, p = .036, with longer RTs on attractive same-sex targets than on other target types. The results suggested that committed women did not alter their attention toward attractive alternatives in the love priming condition compared with those in the control priming condition.",data\raw\PMC\PMC10367193.xml
0e25b676-99b0-4fdb-a797-98a1eefab616,PMC12275742,PMC,2019,The Journal of Frailty & Aging,introduction,0,1,2,37,"As life expectancy increases, the number of older people needing long-term care in the home, has also increased (1, 2). Given these dynamics, caregiver physical and emotional health has become a burgeoning public health issue (3, 4).",data\raw\PMC\PMC12275742.xml
a0223b9b-8c85-42ae-90f7-4f48a7dc53a5,PMC12275742,PMC,2019,The Journal of Frailty & Aging,discussion,0,40,2,34,"Caregivers also voiced recognition that not going to the hospital allowed the patient to avoid some of the negative impacts of hospitalization, such as hospital-acquired infections t. Theme 3: Additional need for home-based services.",data\raw\PMC\PMC12275742.xml
ed492c7f-5b2e-4abb-95dc-d14c5b7ba3d7,PMC12285867,PMC,2018,The Korean Journal of Gastroenterology,introduction,0,29,4,30,"Therefore, a decision was made to proceed with surgery. She underwent a right posterior segmentectomy (Fig. 4). In the frozen section, the possibility of a hepatocellular neoplastic lesion was considered.",data\raw\PMC\PMC12285867.xml
93a55000-860b-4a55-9622-77c2dab232bd,PMC12285867,PMC,2018,The Korean Journal of Gastroenterology,introduction,1,55,1,48,"The classic mixed type of hepatic AML, including all of the tissue components, is most commonly encountered.8 The fat content within the AML can range from 5% to 90% of the tumor volume in each case.9 This can lead to a misdiagnosis clinically because of the diagnostic difficulties.",data\raw\PMC\PMC12285867.xml
233c5c74-47b7-4a36-8303-0ec7ab55c7f1,PMC12285867,PMC,2018,The Korean Journal of Gastroenterology,discussion,0,14,1,33,"On the other hand, in the case of intratumoral hemorrhage, the increased FDG uptake can be shown around the hemorrhage due to hemosiderin-laden macrophages.15 In the present case, FDG PET/CT was not performed.",data\raw\PMC\PMC12285867.xml
15dcb212-0b5c-4107-9cce-b4c3754bc5ea,PMC12285867,PMC,2018,The Korean Journal of Gastroenterology,discussion,1,11,2,43,"Wang et al.10 reported 9 cases of AML mimicking HCC. On the other hand, in the case of intratumoral hemorrhage, the increased FDG uptake can be shown around the hemorrhage due to hemosiderin-laden macrophages.15 In the present case, FDG PET/CT was not performed.",data\raw\PMC\PMC12285867.xml
d83c31e7-536f-4e9a-8014-e995a3681f91,PMC12285867,PMC,2018,The Korean Journal of Gastroenterology,discussion,2,3,2,59,"In the present case, the tumor was discovered incidentally in an annual check-up. Ishak described the first case of hepatic AML in 1976.7 To date, approximately 200 hepatic AMLs have been reported.3 Hepatic AMLs are categorized as mixed (the most common type), lipomatous (≥70% fat), myomatous (≤10% fat), and angiomatous types according to the components of the lipid proportion.",data\raw\PMC\PMC12285867.xml
e9594c2b-a216-4b5a-aab4-1d134abe49b8,PMC12582510,PMC,2019,The Lancet. Global health,discussion,0,0,1,31,"conclusion, the medical research community in Africa has the opportunity and the moral responsibility to help combat the NCD epidemic in Africa through the provision of appropriate ancillary services for NCDs.",data\raw\PMC\PMC12582510.xml
8f03976b-c50e-4938-bc3d-53671ea3b7f9,PMC12582510,PMC,2019,The Lancet. Global health,discussion,1,1,1,16,Further dialogue is needed to help researchers and sponsors articulate the extent of this moral imperative.,data\raw\PMC\PMC12582510.xml
cde34130-bcff-41dc-b89b-749ea0c024da,PMC6936059,PMC,2019,BMC Neurology,discussion,0,18,2,32,It also plays a critical role in pain control through the spinothalamic tract. Epileptic pain due to thalamic syndrome has been suggested as a result of interruption of the thalamocortical interplay .,data\raw\PMC\PMC6936059.xml
f1dea213-0c47-412c-8777-678d604caaea,PMC6936506,PMC,2019,BMJ Open Diabetes Research & Care,discussion,0,19,2,100,"The Delphi process was completed using two rounds (termed R1 and R2). In each round participants were presented with the list of outcomes and asked to score each outcome on how important it was to include in the COS, using a 9-point Likert scale presented in formats 1–9, with 1–3 labeled “not important,” 4–6 labeled “important but not critical,” and 7–9 labeled “critically important.”37 At the end of R1, participants were invited to submit additional outcomes, and these outcomes were reviewed by the SSC and any suggestions representing a new outcome added to the list to be scored in R2.",data\raw\PMC\PMC6936506.xml
0d38714e-0375-4840-9f4e-2f55ef7941e2,PMC6936828,PMC,2019,PLoS ONE,introduction,0,143,3,61,"The distribution was 11.9% among females and 11.1% among males. The majority, 92 (87.6%), of the HBsAg positives were urban residents and 74 (70.5%) were female. Marital status, tattooing, hospital admission, sharing sharp tools, discharge from genitalia, genital mutilation, history of opportunistic infections and presence of TDF and 3TC in the ART regimen were considered for multivariable logistic regression analysis (p≤0.25).",data\raw\PMC\PMC6936828.xml
63f3b68c-edfa-4ef2-8094-031dc9f6c955,PMC6936828,PMC,2019,PLoS ONE,introduction,1,139,1,33,"From HBV co-infected individuals, 31 (29.5%) had a history of tuberculosis, 81 (77.1%) had history of opportunistic infections and 101 (96.2%) had good adherence and were in the WHO clinical stage I category.",data\raw\PMC\PMC6936828.xml
2217c474-6de3-46cf-abe8-9ddc2849f471,PMC6936828,PMC,2019,PLoS ONE,discussion,0,36,2,48,"This further emphasizes the critical need of HBV screening among HIV infected individuals before ART initiation to prevent the potential risk of HBV transmission. For HBV co-infected individuals if treatment is indicated, the national guideline recommends TDF + 3TC (or FTC) + EFV as a preferred regimen .",data\raw\PMC\PMC6936828.xml
69a544d6-e73f-4471-87c2-a940389ea701,PMC6936828,PMC,2019,PLoS ONE,discussion,1,53,2,49,"This study did not conduct HBeAg and anti-HBc IgM tests to differentiate between active viral replication and acute infection, respectively among the study participants. Limitations This study did not conduct HBeAg and anti-HBc IgM tests to differentiate between active viral replication and acute infection, respectively among the study participants.",data\raw\PMC\PMC6936828.xml
71b306a4-d365-4dc0-b6b5-0c2f0e9df9f5,PMC6937248,PMC,2019,Scientific Reports,introduction,0,194,1,32,"Its advantages with respect to other methods, such as TOF and SCLC techniques, are its applicability to a working OSC with an optimum structure and simultaneous determination of electron and hole mobilities.",data\raw\PMC\PMC6937248.xml
87d5eb98-70e5-478d-985d-0360c8188df7,PMC6937248,PMC,2019,Scientific Reports,introduction,1,191,1,36,The dashed lines are the best fits with Eq. (3). (a) –Im[J]-f characteristics of OSCs with a 56 wt% P3HT content measured at different temperatures under no applied bias. (b) Temperature dependence of the determined mobility.,data\raw\PMC\PMC6937248.xml
8ca9d8a5-1838-4f00-b011-533be21f813b,PMC6937248,PMC,2019,Scientific Reports,introduction,2,70,1,33,These peaks can be attributed to the transit times of the photocarriers because the peaks shift to the higher frequency side as the applied reverse bias increases and also as L is reduced.,data\raw\PMC\PMC6937248.xml
dc27204b-d234-4959-b2ba-b819574c98d7,PMC6937248,PMC,2019,Scientific Reports,discussion,0,1,2,33,One way to find a missing peak is to compare several –Im[J]-f characteristics for different donor concentrations. Another way to find a missing peak is to record the –Im[J]-f characteristics at different temperatures.,data\raw\PMC\PMC6937248.xml
2bd41976-c2ba-47ec-ac5a-344311dbe4b1,PMC6937248,PMC,2019,Scientific Reports,discussion,1,27,2,31,The weight ratio of P3HT to the mixed solute was changed from 30 to 80 wt%. The current density-voltage characteristics were recorded with a source meter under 100 mW/cm2 AM1.5G irradiation.,data\raw\PMC\PMC6937248.xml
2cf02db3-9890-4cf4-aaee-f7998683b0bc,PMC6937248,PMC,2019,Scientific Reports,discussion,2,18,2,30,"The dashed lines are the best fits with Eq. (3). Since no special cells are needed for the mobility determination, the relation between PCE and the mobilities can be investigated.",data\raw\PMC\PMC6937248.xml
59f38f95-19d1-4380-93f8-a099ba55c055,PMC6937365,PMC,2019,Rice,discussion,0,172,2,33,The KEGG pathways associated with these genes were determined with EXPath 2.0 . A one-way ANOVA followed by Duncan’s test were completed with the agricolae package in R to screen for candidate genes.,data\raw\PMC\PMC6937365.xml
9d5b5450-1f05-4104-aba5-dee00ab4accb,PMC6937657,PMC,2019,Journal of Ovarian Research,introduction,0,23,3,33,"The data were collected from patient electronic medical records. Fig. Clinical data were compared by χ2 or Fisher exact tests for categorical variables, and Student’s t- or Wilcoxon rank-sum tests for continuous variables.",data\raw\PMC\PMC6937657.xml
74267824-bd11-4739-b48c-30816f8bee5b,PMC6937657,PMC,2019,Journal of Ovarian Research,discussion,0,13,1,51,"However, late chemotherapy in patients with no gross residual disease did not have any prognostic impact on survival, as opposed to the findings of Tewari et al.; moreover, the median interval of our study was 10 days (range, 3–86 days), significantly shorter than those in the study by Tewari et al.",data\raw\PMC\PMC6937657.xml
20ed7e70-e05b-4f46-9926-3e61ed5af2e4,PMC6937657,PMC,2019,Journal of Ovarian Research,discussion,1,39,1,31,"Conclusion In recurrent EOC patients, not only patients’ selection who might have no gross residual disease at SCS is important, but surgeon should also put maximal effort to achieve complete resection.",data\raw\PMC\PMC6937657.xml
138fb8cd-a7aa-4af0-8b0b-83c9117a542e,PMC6937823,PMC,2019,"Allergy, Asthma, and Clinical Immunology : Official Journal of the Canadian Society of Allergy and Clinical Immunology",discussion,0,36,1,32,"Various hypotheses have been proposed, including excessive proliferation of lymphocytes, release of interleukin-4 and interleukin-5 by mast cells, occurrence of eosinophilia and elevated IgE levels, and insufficient response to parasitic infections .",data\raw\PMC\PMC6937823.xml
77bb0297-5976-4f4f-8cea-ca530be1f96c,PMC6937823,PMC,2019,"Allergy, Asthma, and Clinical Immunology : Official Journal of the Canadian Society of Allergy and Clinical Immunology",discussion,1,47,3,59,"This patient refused to receive low-dose radiotherapy, so glucocorticoid had be given. Eight-week follow-up showed no lymph node enlargement. However, due to the high recurrence rate of KD and its occurrence in multiple parts of this patient’s body, and the high serum total IgE level which may promote disease recurrence, the patient should be informed to follow up closely.",data\raw\PMC\PMC6937823.xml
239b71e3-5aa9-497c-9662-7181748002fa,PMC6937823,PMC,2019,"Allergy, Asthma, and Clinical Immunology : Official Journal of the Canadian Society of Allergy and Clinical Immunology",discussion,2,2,1,34,"Typical manifestations of KD are solid, painless, or itchy single or multiple subcutaneous lesions on the head and/or neck, especially around the parotid gland and submandibular region, often associated with lymph node enlargement .",data\raw\PMC\PMC6937823.xml
07625f95-fbdb-48a4-bd4b-7f78a4885570,PMC6937852,PMC,2019,BMC Bioinformatics,discussion,0,276,5,39,Table S5. Table S6. TERT regulators predicted by ISMARA. Histogram of the fold changes of the TF knockouts in the melanoma cell line A375 compared to controls. Performance of the melanoma skin cancer models with 1 to 50 regulators.,data\raw\PMC\PMC6937852.xml
6f5e28ec-513f-4531-8edf-454baaf227be,PMC6937852,PMC,2019,BMC Bioinformatics,discussion,1,111,2,33,"To constrain the number of regulators, a binary variable was introduced for each regulator t called xt ∈ {0, 1}. Furthermore, a variable called ‘Big M’ was utilized to implement these binary decisions.",data\raw\PMC\PMC6937852.xml
81185717-fbc9-4643-b9eb-8d372ca221e3,PMC6938331,PMC,2019,PLoS ONE,introduction,0,286,2,34,"In conclusion, we demonstrated immunosuppressive actions of both MSCs and CPCs on lymphocyte proliferation and antibody production, with strongest effects observed when using MSCs. These are partly mediated by EVs, in a time-dependent matter.",data\raw\PMC\PMC6938331.xml
5a4829a8-4870-45d8-a562-fd8a8d921be1,PMC6938331,PMC,2019,PLoS ONE,introduction,1,220,2,53,"After 10 days of co-culture, antibody secretion was significantly suppressed by EVs (Fig 3D). However, the inhibitory effect was most robust when adding CPCs and not CPC-derived EVs, with strongest suppressive effects on the release of IgG1 (0.59±0.1; p<0.05), IgG2 (0.23±0.06; p = 0.02), IgG4 (0.53±0.03; p = 0.01) and IgM (0.17±0.03; p<0.01).",data\raw\PMC\PMC6938331.xml
c79adf60-6deb-46dd-9e29-85bc8e3119b0,PMC6938331,PMC,2019,PLoS ONE,discussion,0,25,2,37,"Part of the immunosuppressive properties of MSCs is mediated by paracrine factors, such as EVs . However, high variability in quantity and quality in the scaling and production process of MSC-derived EVs has been a limitation .",data\raw\PMC\PMC6938331.xml
38859d15-96f4-4e41-8592-d93f796cd5c6,PMC6938331,PMC,2019,PLoS ONE,discussion,1,14,2,53,"We demonstrated that, similar to MSCs, CPCs effectively suppress antibody production in vitro. Therefore, we could speculate that CPC might use a similar mechanism, in which IgG production might be suppressed either by inhibiting T-helper cell responses, thereby influencing B-cell activation and antibody production, or by directly influencing B-cell differentiation and subsequent class-switching.",data\raw\PMC\PMC6938331.xml
688abc55-8ff0-4b38-af23-6a6fc24888fd,PMC6938331,PMC,2019,PLoS ONE,discussion,2,19,2,34,"MSCs were able to significantly inhibit the production of IgM and all IgG subclasses. In end-stage HF, chronically activated immune cells progressively worsen cardiac function, for example by the production of cardiac antibodies .",data\raw\PMC\PMC6938331.xml
a39f019e-b54a-4a3a-8511-3faa915d8d41,PMC6938423,PMC,2019,Indian Journal of Plastic Surgery : Official Publication of the Association of Plastic Surgeons of India,discussion,0,0,2,147,"discussions. I was pleasantly surprised that he had a lighter side to him—he was addicted to Asterix series of comic books by Goscinny and Uderzo—as one, who has also spent time in the world of Obelix, Dogmatix, and Panacea, among others, I feel gratified to have rubbed shoulders with “HIM.” A tribute, if it has to come from me, can only be in the form of a song lyric and this I believe describes HIM to a “T”: …There’s a mountain and it’s mighty high You cannot see the top, unless you fly There’s a molehill, of proven ground There ain’t nowhere to go if you hang around Everybody wants to sell what’s already been sold Everybody wants to tell what’s already been told What's the use of money (read knowledge instead) If you ain’t gonna break the mold … Prince aka Rogers Nelson (the Gold song)",data\raw\PMC\PMC6938423.xml
8de83c4e-4a53-472b-b6be-d98fedfb03fe,PMC6940625,PMC,2020,Heliyon,introduction,0,106,3,48,"Woody species diversity along altitudinal gradients. However, there was no significant (p > 0.05) difference in tree density among the aspect categories. Links between aspect and species diversity were not significant (p > 0.05).Table 4Diversity of woody species across aspects of the exclosure and the open grazing areas.",data\raw\PMC\PMC6940625.xml
08a7657d-0001-4402-bcd9-c2b6c61820a7,PMC6940625,PMC,2020,Heliyon,introduction,1,47,2,45,"The formula for H′ is given as; H′=-∑pi(Lnpi)where, pi is the proportional abundance of the ith species; Ln pi is the natural logarithm of each pi value. The woody species diversity within the different topographic variable categories was compared using one-way analysis of variance (ANOVA).",data\raw\PMC\PMC6940625.xml
1de84dad-1a6b-4a6b-8861-1b9a701a92d3,PMC6940625,PMC,2020,Heliyon,introduction,2,115,2,44,"Tree density significantly varied from 7.5 to 31.83, with the highest value recorded in steep slope class and the lowest in gentle slope (Table 5). The highest diversity recorded in the steep slope while the lowest diversity was found in gentle slope (Table 5).",data\raw\PMC\PMC6940625.xml
dd702d75-7345-465c-88d3-931a956c07b5,PMC6940625,PMC,2020,Heliyon,discussion,0,44,2,42,"Higher altitudinal gradient had comparatively higher woody species diversity than lower altitudinal gradient which implies that lower altitudinal gradient should receive prioritized conservation efforts. Besides, significantly higher species diversity was found in moderate and steep slopes as compared to the gentle slope.",data\raw\PMC\PMC6940625.xml
2e618a26-6d14-4df6-8cee-2b1858328fdc,PMC6940625,PMC,2020,Heliyon,discussion,1,46,2,39,The study suggests that species diversity and species richness pattern of different tree species are largely regulated by topographic variables. The topographic gradient effect of woody species diversity is the result of an interaction of socio-economic and natural factors.,data\raw\PMC\PMC6940625.xml
056e790e-fd9d-4c02-a1d1-f6235f84841b,PMC6940625,PMC,2020,Heliyon,discussion,2,59,3,37,"Negasi Solomon, Hadgu Hishe: Analyzed and interpreted the data; Wrote the paper. Emiru Birhane: Conceived and designed the experiments; Analyzed and interpreted the data; Wrote the paper. Additional information No additional information is available for this paper.",data\raw\PMC\PMC6940625.xml
97e50485-e539-470e-b32c-ecfe62049853,PMC6940644,PMC,2020,Heliyon,introduction,0,171,1,37,"With a large surface resistance of the dielectric, a charge is created on its surface, created both during the charge drift from the discharge zone of the gas gap and as a result of the surface discharge.",data\raw\PMC\PMC6940644.xml
aa081b20-ff5a-4c44-bf0e-3068d4d6762d,PMC6940644,PMC,2020,Heliyon,introduction,1,210,2,37,The overpressure sweep test showed that shear stress increased linearly with increased overpressure. Reducing of sunflower seed cake oil content increases the expended compression energy and consequently increases material temperature and pressure in the oil press matrix.,data\raw\PMC\PMC6940644.xml
98275bd1-9db4-4f65-98a7-2a17ec674190,PMC6940644,PMC,2020,Heliyon,introduction,2,228,1,36,The problem was solved by selecting a semi-logarithmic scale (see Figure 11) analyzing the obtained image according to a semi-logarithmic scales it can be concluded that the applicable Eq. (9) for a given function is used.,data\raw\PMC\PMC6940644.xml
87797303-1315-4347-92ee-cd44708a094b,PMC6940644,PMC,2020,Heliyon,discussion,0,100,1,61,"This zone contains spare oxygen, as the regulating mechanism in order to avoid anoxia in seeds.Figure 4Transverse section (a) and longitudinal section (b) of sunflower kernel and main view of the sunflower kernel obtained from x-ray microtomography (c).Figure 4 Transverse section (a) and longitudinal section (b) of sunflower kernel and main view of the sunflower kernel obtained from x-ray microtomography (c).",data\raw\PMC\PMC6940644.xml
e45b240a-3a13-4b38-a4b9-884317057d06,PMC6941718,PMC,2019,Preventive Nutrition and Food Science,introduction,0,13,1,32,"Independently of high energy intake, the macronutrient composition of the diet, particularly consumption of carbohydrates (CHO), sugars, fats, and proteins, and low fiber intake may be associated with risk of NAFLD .",data\raw\PMC\PMC6941718.xml
1ee76ce9-d9e0-4376-933f-0abfe895760b,PMC6941718,PMC,2019,Preventive Nutrition and Food Science,introduction,1,22,1,43,"Therefore, the aim of this study was to investigate the effects of low-calorie-carbohydrate/ high-agar diet (LCC/HA) on overall liver function, including intrahepatic lipid and aminotransferases activities, membrane fluidity, oxidative stress, and nitric oxide (NO) bioavailability in the serum and tissues of obese rats.",data\raw\PMC\PMC6941718.xml
73da6fbb-0f04-41b4-b520-328e686cf153,PMC6941718,PMC,2019,Preventive Nutrition and Food Science,introduction,2,283,2,38,"Our findings are agreement with these studies. Consumption of a LCC/HA has been previously shown to decrease NEFA concentrations (indicative of oxidation), probably due to changes in the fat composition of liver mitochondria and impaired oxidative phosphorylation .",data\raw\PMC\PMC6941718.xml
73310347-10aa-421b-bd6d-2b345be8f2be,PMC6941718,PMC,2019,Preventive Nutrition and Food Science,discussion,0,154,2,53,"The increase in HDL-C and decrease in LDL-C in rats receiving the LCC/HA are consistent with favoring a cardio- protective effect. Our results are agreement with a previous study which showed that hypocaloric-low-CHO diets (containing 34% carbohydrates) regulate serum lipoprotein concentrations (LDL-C and HDL-C), and are associated with production of plasma apolipoprotein A-1.",data\raw\PMC\PMC6941718.xml
8761413c-e55e-43c2-ae70-9696fa0caee5,PMC6944251,PMC,2019,F1000Research,introduction,0,102,2,47,"Few trials have studied the efficacy of DAA agents for LT from HCV viremic donors to unexposed recipients, and most trials have been conducted in non-LTs. A single institution study was conducted on adult HCV seropositive recipients who contracted HCV viremia after transplantation from HCV viremic donors.",data\raw\PMC\PMC6944251.xml
9e74819a-73c4-4a68-ac66-6285f78691f8,PMC6944251,PMC,2019,F1000Research,introduction,1,22,2,38,"Currently, there are no consensus guidelines on the threshold of underlying degree of fibrosis in procured HCV-positive grafts compared with non-HCV grafts in the DAA era. The general acceptable cutoff is less than stage 3 fibrosis (F3) 10.",data\raw\PMC\PMC6944251.xml
432e4c8b-eb47-4079-ade4-ba5d268c8a5a,PMC6944251,PMC,2019,F1000Research,introduction,2,87,2,48,Post-transplant viremia is evident even with donors who are found to be HCV non-viremic at the time of procurement. This study was conducted in donors who met high-risk criteria for infectious transmission and may fall in the eclipse period where viremia was not accurately detected by NAT assay.,data\raw\PMC\PMC6944251.xml
7e7543f9-eb9d-475a-a3a3-4de1211064e0,PMC6944251,PMC,2019,F1000Research,discussion,0,40,1,30,"The combination of elbasvir and grazoprevir has been recommended for genotypes 1 and 4 for 12 weeks, and glecaprevir and pibrentasvir for all genotypes for 8 to 16 weeks 27.",data\raw\PMC\PMC6944251.xml
175b3d8c-3a66-48c6-99a7-6007489121da,PMC6953993,PMC,2019,Journal of psychiatry and brain science,introduction,0,183,1,32,"We found a modest but overall non-significant effect of MPH pretreatment on cocaine–induced increase in number of entries to the drug-paired compartment (χ2(4) = 4.88, p = 0.087; Figure 3 Top Left).",data\raw\PMC\PMC6953993.xml
f8321c58-5796-4da2-9eb2-c4e0a62e063e,PMC6953993,PMC,2019,Journal of psychiatry and brain science,discussion,0,1,2,50,"However, the majority of these studies have significant methodological problems that have led to contradictory results and further obfuscated the issue. Addressing this issue in a manner that is relevant to the clinical treatment of ADHD requires selecting the proper MPH dose and the route and timing of drug administration.",data\raw\PMC\PMC6953993.xml
42e27ea4-71da-4022-87a1-17a2a5a82d94,PMC6953993,PMC,2019,Journal of psychiatry and brain science,discussion,1,28,1,30,Harvey et al. used oral administration during the light cycle and found that it enhanced the SHR’s speed to acquire cocaine self-administration and exerted the opposite effect for Wistar rats.,data\raw\PMC\PMC6953993.xml
27d0609b-74cf-4a69-9a51-0dbe75f17b8b,PMC6955530,PMC,2019,BMJ Open,discussion,0,21,1,35,"Overview of data collection in BEAT DB *Primary outcome is MiniAQLQ at 6 month follow-up. †SES includes educational level, annual family income, work status. ‡Reliever and controller medication. §Including Borg CR10. ¶Subgroup will be measured.",data\raw\PMC\PMC6955530.xml
723cf0f9-ef0e-4e2a-b767-11bb51ba05af,PMC6955530,PMC,2019,BMJ Open,discussion,1,285,1,34,"At the recruitment interview, the participants will be informed that if they are allocated to usual care group they will be provided physiotherapy (BrEX) later, given the RCT will find a clinically relevant benefit.",data\raw\PMC\PMC6955530.xml
1fb41f4c-fbca-486b-a218-6c1db370368d,PMC6955550,PMC,2019,BMJ Open,introduction,0,221,1,36,"Besides, grip strength is mediated by contralateral M1 activity.48 Therefore, given that in the present study iTBS is applied to enhance M1 activity, grip strength seems to be a sensitive readout to monitor improvements of M1.",data\raw\PMC\PMC6955550.xml
ca14d0a2-6f01-41c8-a43a-cdf3608e1806,PMC6955550,PMC,2019,BMJ Open,introduction,1,153,1,117,"There was no public involvement in the study design. iTBS protocol As a predominantly facilitatory rTMS protocol, iTBS has been rendered safe and effective, increasing cortical excitability in healthy subjects38 and in patients with acute stroke .39 One session of iTBS consists of 3 pulses delivered at a frequency of 50 Hz every 200 ms during 2 s (10 bursts), which are repeated every 10 s for a total duration of 3.5 min (600 pulses).38 For patients assigned to the study arm receiving an effective intervention, the protocol is applied over the ipsilesional M1, whereas patients in the control group receive iTBS over the parieto-occipital vertex, corresponding to the POz location of the 10–20 electroencephalography (EEG) system.",data\raw\PMC\PMC6955550.xml
468e80d7-a675-414f-9275-1787209e04fc,PMC6955550,PMC,2019,BMJ Open,introduction,2,259,2,34,"Thus, at least 15 visits are scheduled. The commercial online software TrialMasterTM (OmniComm.com) is used as a data management system, ensuring data safety with a firewall and backup system, including multiple data storage sites.",data\raw\PMC\PMC6955550.xml
ea2d1b7c-49c3-4971-b2f8-7e2a9655099e,PMC6962443,PMC,2019,Electrolytes & Blood Pressure : E & BP,introduction,0,117,3,57,"We selected patients with DM among those with CKD because DM itself affects proteinuria and renal function. In our study, we analyzed with only SBP. The diastolic BP was not significantly correlated with any outcome and patients with CKD are known to have a higher incidence of isolated systolic HTN; thus, we used only the SBP values1819).",data\raw\PMC\PMC6962443.xml
12e6a2af-cca5-419d-8e15-d59afac0974b,PMC6962443,PMC,2019,Electrolytes & Blood Pressure : E & BP,introduction,1,113,2,40,"For sustained proteinuria, only the 24-hour mSBP showed an association in the multivariate analyses (OR: 1.037; 95% CI: 1.002–1.073; p=0.036; Table 5). The SBP at 7:00 AM had a significant association in the univariate but not in the multivariate analysis.",data\raw\PMC\PMC6962443.xml
59c12cc1-78a1-4a50-ac35-87e1846dbae1,PMC6962443,PMC,2019,Electrolytes & Blood Pressure : E & BP,introduction,2,136,1,30,"The increasing morning BP increases the risk of micro- and macrovascular complications, particularly nephropathy in patients with DM, and could trigger cerebro-cardiovascular disease by activating the alpha-adrenergic sympathetic nervous system242526).",data\raw\PMC\PMC6962443.xml
28a31954-8cb2-41ac-8aeb-b91f6d52857f,PMC6962443,PMC,2019,Electrolytes & Blood Pressure : E & BP,discussion,0,13,2,45,"The association of the SBP at 7:00 AM and the 24-hour mSBP with sustained proteinuria showed unmatched results in the linear and logistic regression. Thus, we focused on the relationship between the SBP at 7:00 AM and eGFR deterioration, which showed a consistently significant association.",data\raw\PMC\PMC6962443.xml
f5ab9bd6-66c7-42c7-8fcb-02f756eada10,PMC6962443,PMC,2019,Electrolytes & Blood Pressure : E & BP,discussion,1,43,1,19,"We only suggested that the SBP at a specific time-point was related with renal dysfunction, besides the 24-hour mSBP.",data\raw\PMC\PMC6962443.xml
6f5c1a0b-b3c9-491d-a439-81d88121bfd8,PMC6962443,PMC,2019,Electrolytes & Blood Pressure : E & BP,discussion,2,31,2,32,"There are studies that suggest that home BP measurement has a predictive value for organ damage; however, they do not provide any specific time-point for BP measurement1832). This study has several limitations.",data\raw\PMC\PMC6962443.xml
ba5c8a3f-823b-4315-b4bb-fe0a316462d7,PMC6962703,PMC,2020,iScience,introduction,0,184,1,30,The yield of aromatics and furans from the CFP of biomass and its components over the catalysts reported in the literature are given in Tables S1 and S2 for comparison.,data\raw\PMC\PMC6962703.xml
43a4066a-ae1e-40e3-a0f1-980421c2933c,PMC6962703,PMC,2020,iScience,discussion,0,56,1,40,"Although the bond dissociation energies can change by 1–10 kcal/mol between double substituted benzenes (e.g., guaiacol) and mono-substituted benzenes (e.g., phenol), the rank order of the bond dissociation energies is approximately the same: O–CH3 < O–H < Caryl–OCH3 < Caryl–OH.",data\raw\PMC\PMC6962703.xml
63ddbaac-b979-4af5-9e3f-8a6fe0b3bfeb,PMC6962703,PMC,2020,iScience,discussion,1,184,2,42,Catalytic Fast Pyrolysis of Lignin over the Nanocomposites Organosolv lignin derived from bagasse was selected as the feedstock. Methoxyphenols are defined as a class of compounds that comprise one or more methoxy groups (OCH3) directly bound to the aromatic ring in phenols.,data\raw\PMC\PMC6962703.xml
8991559b-0bbf-4a8d-a3c3-0d1acabd673e,PMC6962703,PMC,2020,iScience,discussion,2,261,2,37,The product distributions from the fast pyrolysis of xylan and cellulose are significantly altered by these nanocomposites. The furans from the CFP of xylan are mainly composed of furfural along with small quantities of furan and 2-methylfuran.,data\raw\PMC\PMC6962703.xml
a4ee9257-0c05-42c5-bb1d-6879919f1a2b,PMC6968542,PMC,2019,Medical Education Online,introduction,0,21,2,44,"Although they may not be content experts in clinical medicine, their skills in other domains are equally valuable to medical student education. As part of that discussion, participants identified personal and professional responsibilities, identifying which are personal priorities and perceived priorities of the institution.",data\raw\PMC\PMC6968542.xml
b2958fa6-df37-49d0-bb1b-e7aa6d28626b,PMC6968542,PMC,2019,Medical Education Online,introduction,1,65,1,31,The objectives of this session included: 1) Identify the level at which you are a leader in medical education and 2) Compare your mission with the core purpose of your clerkship.,data\raw\PMC\PMC6968542.xml
4ca78fa9-4754-4475-95e4-382835d7b76b,PMC6968542,PMC,2019,Medical Education Online,introduction,2,6,2,43,Continuous professional development is essential for clerkship administrators to appropriately manage the medical student education mission as well as collect data for accreditation of the medical school. Clerkship administrators have had limited opportunities unless their specialty-specific clerkship organization offered workshops targeted for them.,data\raw\PMC\PMC6968542.xml
